AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/leftTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/mire,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/nbAcq,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/nbDataSets,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/nbImages,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/observables,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/planeSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/planeSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/positionSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/positionSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/propType,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/rightBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/rightTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/saturationThreshold,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/screenSelect,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/screenSelectStr,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/screenSelect_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/screenSelect_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/secondLamp,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/secondLamp_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/secondLamp_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/sigmaSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/sigmaSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/superCycleNb,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/userImageSelection,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/userImageSelectionNumber,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350/Image/videoGain,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412350.STREAK,,,<class 'h5py._hl.group.Group'>
AwakeEventData/TT41.BTV.412350.STREAK/StreakImage,1.0,(),<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353,,,<class 'h5py._hl.group.Group'>
AwakeEventData/TT41.BTV.412353/Acquisition,,,<class 'h5py._hl.group.Group'>
AwakeEventData/TT41.BTV.412353/Acquisition/acqCounter,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/acqDesc,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/acqMsg,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/acqState,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/acqTime,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/acqTimeInCycle,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/beamID,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/cameraSwitch,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/cameraZoom,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/cycleTime,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/descSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/descSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/deviceName,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelectStr,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/leftBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/leftTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/mire,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/nbAcq,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/nbDataSets,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/nbGates,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/observables,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet1,1,"(1, 1)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet2,1,"(1, 1)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet1,400,"(1, 400)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet2,300,"(1, 300)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet1,400,"(1, 400)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet2,300,"(1, 300)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/propType,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/rightBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/rightTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/saturationThreshold,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelectStr,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/superCycleNb,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet1,1,"(1, 1)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet2,1,"(1, 1)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelection,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelectionNumber,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Acquisition/videoGain,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image,,,<class 'h5py._hl.group.Group'>
AwakeEventData/TT41.BTV.412353/Image/acqCounter,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/acqDesc,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/acqMsg,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/acqState,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/acqTime,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/acqTimeInCycle,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/beamID,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/cameraOffset,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/cameraSwitch,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/cameraZoom,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/cycleTime,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/descSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/descSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/deviceName,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/filterSelect,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/filterSelectStr,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/filterSelect_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/filterSelect_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/firstLamp,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/firstLamp_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/firstLamp_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1,400,"(1, 400)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1_unit,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2,300,"(1, 300)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2_unit,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/imageSet,120000,"(1, 120000)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/leftBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/leftTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/mire,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/nbAcq,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/nbDataSets,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/nbImages,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/observables,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/planeSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/planeSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/positionSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/positionSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/propType,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/rightBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/rightTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/saturationThreshold,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/screenSelect,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/screenSelectStr,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/screenSelect_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/screenSelect_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/secondLamp,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/secondLamp_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/secondLamp_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/sigmaSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/sigmaSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/superCycleNb,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/userImageSelection,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/userImageSelectionNumber,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412353/Image/videoGain,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426,,,<class 'h5py._hl.group.Group'>
AwakeEventData/TT41.BTV.412426/Acquisition,,,<class 'h5py._hl.group.Group'>
AwakeEventData/TT41.BTV.412426/Acquisition/acqCounter,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/acqDesc,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/acqMsg,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/acqState,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/acqTime,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/acqTimeInCycle,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/beamID,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/cameraSwitch,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/cameraZoom,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/cycleTime,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/descSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/descSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/deviceName,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelectStr,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/leftBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/leftTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/mire,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/nbAcq,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/nbDataSets,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/nbGates,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/observables,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet1,1,"(1, 1)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet2,1,"(1, 1)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet1,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet2,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet1,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet2,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet1,400,"(1, 400)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet2,300,"(1, 300)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet1,400,"(1, 400)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet2,300,"(1, 300)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/propType,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/rightBottomReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/rightTopReference,2,"(2,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/saturationThreshold,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelectStr,4,"(4,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_max,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_min,1,"(1,)",<class 'h5py._hl.dataset.Dataset'>
